Purchasing Document,Material,Short Text,Storage location,Order Quantity,Net Price,Validity Period End,Purchasing Doc. Type,Material Group,Supplier/Supplying Plant,Net Order Value
4500456921,Z1363119,Cloth Suiting PV Matty 906400-0001,GS21,18,272,2024-03-30 00:00:00,NB,136,RAYM02     Raymond Apparel Limited,4896
4500457217,VCRSHW1382,IFSTEELCJ01CR5/0.70MM>600MM CR SHEET TML,VCF1,22,64132,2023-11-30 00:00:00,NB,342,TATA100    Tata Steel Sahibabad,1458361
4500457217,VCRSHW1409,TSBEIFCJ01/1.20MM>600MM TML CR SHEET,VCF1,24,64105,2023-11-30 00:00:00,NB,342,TATA100    Tata Steel Sahibabad,1590124
4500457217,VCRSHW1408,TSBEIFCJ01/1.00MM>600MM TML CR SHEETL,VCF1,39,64105,2023-11-30 00:00:00,NB,342,TATA100    Tata Steel Sahibabad,2526698
4500457217,VCRSHW1408,TSBEIFCJ01/1.00MM>600MM TML CR SHEETL,VCF1,27,64132,2023-11-30 00:00:00,NB,342,TATA100    Tata Steel Sahibabad,1742466
4500458668,VCRSHN0710,EDDAU43/0.78MM<=600MM TML CR SHEET TML,VCF1,500,64132,2023-12-31 00:00:00,NB,342,TISC04     TATA STEEL LTD,32066000
4500458668,VCRSHW1371,TATEDDAU43/0.78MM>600MM TML CR SHEET TML,VCF1,500,64132,2023-12-31 00:00:00,NB,342,TISC04     TATA STEEL LTD,32066000
4500458668,VSTCLM4399,IS5986235/2.00MM>600MM HRPO COIL TML,VCR1,1000,56278,2023-12-31 00:00:00,NB,343,TISC04     TATA STEEL LTD,56278000
4500458668,VCRSHN0736,TATEDDAU43/0.80MM<=600MM TML CR SHEET,VCF1,500,64132,2023-12-31 00:00:00,NB,342,TISC04     TATA STEEL LTD,32066000
4500458668,VCRSHW1535,TATEDDAU43/0.80MM>600MM TML CR SHEET,VCF1,500,64132,2023-12-31 00:00:00,NB,342,TISC04     TATA STEEL LTD,32066000
4500458668,VSTCLM4521,DINE34THIN/1.60MM>600MM TML HRPO COIL,VCR1,500,58338,2023-12-31 00:00:00,NB,343,TISC04     TATA STEEL LTD,29169000
4500458668,VCRCLM1050,DQAU14/1.20MM>600MM CR COIL TML,VCR1,900,60224,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,54201600
4500458668,VCRCLM1092,DQAU14/1.46MM>600MM CR COIL TML,VCR1,500,60224,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,30112000
4500458668,VCRCLM1095,DQAU14/0.98MM>600MM TML CR COIL,VCR1,800,60224,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,48179200
4500458668,VCRSHN0704,AU14 /0.98MM<=600MM CR SHEET TML,VCF1,500,62019,2023-12-31 00:00:00,NB,342,TISC04     TATA STEEL LTD,31009500
4500458668,VCRSHW1335,AU14/0.98MM>600MM CR SHEET TML,VCF1,500,62019,2023-12-31 00:00:00,NB,342,TISC04     TATA STEEL LTD,31009500
4500458668,VCRCLM1199,IFAU12/0.98MM>600MM CR COIL,VCR1,500,64130,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,32065000
4500458668,VCRCLM1192,TATXDDAU22/1.720MM>600MM CR COIL,VCR1,500,60224,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,30112000
4500458668,VCRCLM1025,DQTATXXDAU14/0.78MM>600MM CR COIL TML,VCR1,500,60224,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,30112000
4500458668,VCRCLM1108,TATEIFAU58/1.46MM>600MM CR COIL TML,VCR1,500,62305,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500458668,VCRCLM1226,DDQTATEIFTG04/1.46MM>600MM TML CR COIL,VCR1,500,62305,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500458668,VCRCLM1211,TATEIFAU58/0.980MM>600MM CR COIL,VCR1,500,62305,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500458668,VCRCLM1162,EDDAU09/0.78MM>600MM CR COIL,VCR1,500,62305,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500458668,VCRCLM1235,TATEIFAU58/0.78MM>600MM CR COIL,VCR1,500,62305,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500458668,VCRCLM1206,DQAU14/1.22MM>600MM CR COIL,VCR1,500,60224,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,30112000
4500458668,VCRCLM1212,TATEIFAU58/1.200MM>600MM CR COIL,VCR1,500,62305,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500458668,VCRCLM1212,TATEIFAU58/1.200MM>600MM CR COIL,VCR1,500,62305,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500458668,VCRCLM1214,TATEIFAU58/0.90MM>600MM CR COIL,VCR1,500,62305,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500458668,VCRCLM1174,EIFAU12/2.00MM>600MM CR COIL,VCR1,500,64130,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,32065000
4500458668,VCRCLM0640,IFAU12/0.78MM>600MM TML CR COIL,VCR1,500,64130,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,32065000
4500458668,VGACLM0249,TATHIFGAF2/1.60MM>600MM GA COIL TML,VCR1,500,74141,2023-12-31 00:00:00,NB,393,TISC04     TATA STEEL LTD,37070500
4500458668,VCRCLM1022,CRSHEETICFDQAU03/1.50MM>600MM CR COIL TM,VCR1,500,60224,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,30112000
4500458668,VCRSHN0704,AU14 /0.98MM<=600MM CR SHEET TML,VCF1,500,61993,2023-12-31 00:00:00,NB,342,TISC04     TATA STEEL LTD,30996500
4500458668,VSTCLM4373,IS5986FE410/2.00MM>600MM HRPO COIL TML,VCR1,500,55086,2023-12-31 00:00:00,NB,343,TISC04     TATA STEEL LTD,27543000
4500458668,VCRCLM1238,AU38/1.50MM>600MM CR COIL,VCR1,500,62305,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500458668,VCRCLM0977,EDD AU09/0.90MM/>=600/CR COIL TML,VCR1,500,62305,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500458668,VCRCLM1025,DQTATXXDAU14/0.78MM>600MM CR COIL TML,VCR1,500,60224,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,30112000
4500458668,VCRCLM1203,TATEIFAU58/0.880MM>600MM CR COIL,VCR1,500,62305,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500458874,Z1370646,"Wooden Pallet - Length >7Ft, 3""X3""",GS21,75,506,2024-12-03 00:00:00,NB,137,RATA03     RATAN ENTERPRISES,37974
4500458874,Z1370645,"Wooden Pallet - Length <7Ft, 3""X3""",GS21,16,479,2024-12-03 00:00:00,NB,137,RATA03     RATAN ENTERPRISES,8112
4500458876,Z1370646,"Wooden Pallet - Length >7Ft, 3""X3""",GS21,75,506,2024-12-03 00:00:00,NB,137,RATA03     RATAN ENTERPRISES,37974
4500458876,Z1370645,"Wooden Pallet - Length <7Ft, 3""X3""",GS21,16,479,2024-12-03 00:00:00,NB,137,RATA03     RATAN ENTERPRISES,8112
4500458877,Z1370646,"Wooden Pallet - Length >7Ft, 3""X3""",GS21,50,506,2024-12-03 00:00:00,NB,137,DAST01     Das Timber,25316
4500459002,NCRCLM4030,CRCAPN02/1.60MM>600MM CR COIL,TM07,23,62139,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1447229
4500459002,NCRCLM3320,AU03/3.00MM>600MM CR COIL,TM07,63,62139,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,3928460
4500459002,NCRCLM2050,TATXXDPN02/2.00MM>600MM CR COIL,TM07,11,61389,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,709048
4500459002,NCRCLM4030,CRCAPN02/1.60MM>600MM CR COIL,TM07,46,62139,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,2859039
4500459002,NCRCLM1566,DQPN02/1.50MM>600MM CR COIL,TM07,23,62139,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1453443
4500459002,NCRCLM1344,DQAU03/1.90MM>600MM CR COIL,TM07,45,62139,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,2827969
4500459002,NCRCLM0711,TATXXDAU03/2.00MM>600MM CR COIL,TM07,25,61463,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1590047
4500459002,NCRCLM1198,CRSHEETICFDQAU03/1.20MM>600MM CR COIL,TM07,25,61389,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1562977
4500459002,NCRCLM2608,AU03/1.65MM>600MM CR COIL,TM07,26,59889,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1611626
4500459002,NCRCLM1344,DQAU03/1.90MM>600MM CR COIL,TM07,23,60639,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1414720
4500459002,NCRCLM1566,DQPN02/1.50MM>600MM CR COIL,TM07,23,60639,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1398953
4500459002,NCRCLM2509,TATXXDAU03/1.85MM>600MM CR COIL,TM07,79,59889,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,4763013
4500459002,NCRCLM1344,DQAU03/1.90MM>600MM CR COIL,TM07,21,60639,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1281313
4500459002,NCRCLM2050,TATXXDPN02/2.00MM>600MM CR COIL,TM07,136,59889,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,8149166
4500459002,NCRCLM1566,DQPN02/1.50MM>600MM CR COIL,TM07,46,60639,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,2809428
4500459002,NCRCLM1366,CRSHEETICFDQAU03/1.50MM>600MM CR COIL,TM07,26,59889,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1605638
4500459002,NCRCLM1198,CRSHEETICFDQAU03/1.20MM>600MM CR COIL,TM07,25,59889,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1517600
4500459002,NCRCLM1344,DQAU03/1.90MM>600MM CR COIL,TM07,24,60639,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1460806
4500459002,NCRCLM1988,AU03/1.60MM>600MM CR COIL,TM07,23,60639,2023-12-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1426847
4500459468,NCRCLM4068,5132016CR2AH03/1.50MM>600MM CR COIL,TM07,26,60663,2023-12-31 00:00:00,NB,313,TATA102    TATA STEEL LIMITED,1626678
4500459616,VCRCLM1167,DQ AU03/1.60MM>600MM/CR COIL,VCR1,500,63179,2023-12-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31589500
4500459616,VCRCLM0711,TATXXDAU03/2.00MM>600MM CR COIL HITACHI,VCR1,500,63179,2023-12-31 00:00:00,NB,385,TISC04     TATA STEEL LTD,31589500
4500459616,VCRCLM1232,AU03/3.00MM>600MM CR COIL HITACHI,VCR1,500,63179,2023-12-31 00:00:00,NB,385,TISC04     TATA STEEL LTD,31589500
4500461148,NCRCLM4082,513Part1CR2AH03/0.80MM>600MM CR COIL,TM07,22,60713,2023-12-31 00:00:00,NB,313,TATA102    TATA STEEL LIMITED,1387595
4500461148,NCRCLM2724,D513Part12016CR2AH03/1.15MM>600MM CR COI,TM07,53,58913,2023-12-31 00:00:00,NB,313,TATA102    TATA STEEL LIMITED,3148310
4500461380,NCRCLM1988,AU03/1.60MM>600MM CR COIL,TM07,20,62213,2024-01-05 00:00:00,UB,313,P019 Howrah Stockyard,1279721
4500461380,NCRCLM4081,513Part1CR2AH03/1.60MM>600MM CR COIL,TM07,21,62213,2024-01-05 00:00:00,UB,313,P019 Howrah Stockyard,1351266
4500461381,NCRCLM4082,513Part1CR2AH03/0.80MM>600MM CR COIL,TM07,22,62213,2024-01-05 00:00:00,UB,313,P019 Howrah Stockyard,1394815
4500461383,NCRCLM0711,TATXXDAU03/2.00MM>600MM CR COIL,TM07,25,62213,2024-01-05 00:00:00,UB,313,P019 Howrah Stockyard,1609761
4500461387,NCRCLM0711,TATXXDAU03/2.00MM>600MM CR COIL,TM07,26,62213,2024-01-05 00:00:00,UB,313,P019 Howrah Stockyard,1627803
4500462199,NCRCLM2608,AU03/1.65MM>600MM CR COIL,TM07,27,59889,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1652950
4500462199,NCRCLM2288,AU03/1.75MM>600MM CR COIL,TM07,27,59889,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1656544
4500462199,NCRCLM2073,AU03/1.40MM>600MM CR COIL,TM07,108,59889,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,6509391
4500462199,NCRCLM1344,DQAU03/1.90MM>600MM CR COIL,TM07,108,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,6579387
4500462199,NCRCLM3320,AU03/3.00MM>600MM CR COIL,TM07,70,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,4285394
4500462199,NCRCLM1366,CRSHEETICFDQAU03/1.50MM>600MM CR COIL,TM07,47,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,2868855
4500462199,NCRCLM2760,TATXXDAU03/2.90MM>600MM CR COIL,TM07,67,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,4074975
4500462199,NCRCLM0582,DQAU14/3.00MM>600MM CR COIL,TM07,48,61139,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,2989111
4500462199,NCRCLM1988,AU03/1.60MM>600MM CR COIL,TM07,23,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1414113
4500462199,NCRCLM1158,DQAU03/3.15MM>600MM CR COIL,TM07,23,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1423209
4500462199,NCRCLM1988,AU03/1.60MM>600MM CR COIL,TM07,129,60139,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,7785060
4500462199,NCRCLM2057,TATXXDAU03/1.95MM>600MM CR COIL,TM07,70,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,4264171
4500462199,NCRCLM2760,TATXXDAU03/2.90MM>600MM CR COIL,TM07,23,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1426241
4500462199,NCRCLM1366,CRSHEETICFDQAU03/1.50MM>600MM CR COIL,TM07,80,59889,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,4795952
4500462199,NCRCLM3320,AU03/3.00MM>600MM CR COIL,TM07,23,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1420783
4500462199,NCRCLM0711,TATXXDAU03/2.00MM>600MM CR COIL,TM07,25,59889,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1538561
4500462199,NCRCLM1344,DQAU03/1.90MM>600MM CR COIL,TM07,23,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1417145
4500462199,NCRCLM3320,AU03/3.00MM>600MM CR COIL,TM07,23,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1426847
4500462199,NCRCLM1988,AU03/1.60MM>600MM CR COIL,TM07,23,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1399560
4500462199,NCRCLM1542,TATXXD PN02/1.90MM> 600MM CR COIL,TM07,23,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1426241
4500462199,NCRCLM2287,AU03/1.35MM>600MM CR COIL,TM07,27,59889,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1627797
4500462199,NCRCLM1297,DQTATXXDAU03/1.15MM>600MM CR COIL,TM07,27,59889,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1623005
4500462199,NCRCLM2608,AU03/1.65MM>600MM CR COIL,TM07,27,59889,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1624203
4500462199,NCRCLM2288,AU03/1.75MM>600MM CR COIL,TM07,27,59889,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1623005
4500462199,NCRCLM2509,TATXXDAU03/1.85MM>600MM CR COIL,TM07,27,59889,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1617615
4500462199,NCRCLM1542,TATXXD PN02/1.90MM> 600MM CR COIL,TM07,117,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,7119686
4500462199,NCRCLM2057,TATXXDAU03/1.95MM>600MM CR COIL,TM07,23,60639,2024-01-31 00:00:00,NB,313,TSLH01     Tata Steel Limited,1427454
4500462426,VCRCLM1287,AU38/0.70MM>600MM TML CR COIL,VCR1,500,62305,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500462426,VCRCLM1092,DQAU14/1.46MM>600MM CR COIL TML,VCR1,500,60224,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,30112000
4500462426,VCRCLM1095,DQAU14/0.98MM>600MM TML CR COIL,VCR1,500,60224,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,30112000
4500462426,VCRCLM0771,TATEIFAU58/0.70MM>600MM TML CR COIL,VCR1,500,62305,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500462426,VCRCLM1108,TATEIFAU58/1.46MM>600MM CR COIL TML,VCR1,500,62305,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500462426,VCRCLM1230,AU03/3.00MM>600MM CR COIL,VCR1,500,60224,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,30112000
4500462426,VSTCLM4373,IS5986FE410/2.00MM>600MM HRPO COIL TML,VCR1,500,55086,2024-01-31 00:00:00,NB,343,TISC04     TATA STEEL LTD,27543000
4500462426,VCRCLM1174,EIFAU12/2.00MM>600MM CR COIL,VCR1,500,64130,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,32065000
4500462426,VCRCLM1235,TATEIFAU58/0.78MM>600MM CR COIL,VCR1,500,62305,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31152500
4500462426,VCRCLM1206,DQAU14/1.22MM>600MM CR COIL,VCR1,500,60224,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,30112000
4500462426,VSTCLM4399,IS5986235/2.00MM>600MM HRPO COIL TML,VCR1,500,56278,2024-01-31 00:00:00,NB,343,TISC04     TATA STEEL LTD,28139000
4500462426,VCRSHW1535,TATEDDAU43/0.80MM>600MM TML CR SHEET,VCF1,500,64132,2024-01-31 00:00:00,NB,342,TISC04     TATA STEEL LTD,32066000
4500462426,VCRCLM1108,TATEIFAU58/1.46MM>600MM CR COIL TML,VCR1,500,64177,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,32088500
4500462426,VCRCLM1235,TATEIFAU58/0.78MM>600MM CR COIL,VCR1,500,64177,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,32088500
4500462426,VCRSHN0704,AU14 /0.98MM<=600MM CR SHEET TML,VCF1,500,63891,2024-01-31 00:00:00,NB,342,TISC04     TATA STEEL LTD,31945500
4500462426,VCRCLM1161,DQAU14/2.50MM>600MM CR TML COIL,VCR1,500,62096,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31048000
4500462426,VCRCLM1092,DQAU14/1.46MM>600MM CR COIL TML,VCR1,500,62096,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31048000
4500462426,VCRCLM1023,DQAU14/2.00MM>600MM CR COIL TML,VCR1,500,62096,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31048000
4500462426,VCRCLM1224,IFHS350/1.50MM>600MM TML CR COIL,VCR1,500,66851,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,33425500
4500462426,VCRCLM1211,TATEIFAU58/0.980MM>600MM CR COIL,VCR1,500,64177,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,32088500
4500462426,VCRCLM1199,IFAU12/0.98MM>600MM CR COIL,VCR1,500,66002,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,33001000
4500462426,VCRCLM1206,DQAU14/1.22MM>600MM CR COIL,VCR1,500,62096,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31048000
4500462426,VCRCLM1095,DQAU14/0.98MM>600MM TML CR COIL,VCR1,1000,62096,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,62096000
4500462426,VSTCLM4399,IS5986235/2.00MM>600MM HRPO COIL TML,VCR1,500,58233,2024-01-31 00:00:00,NB,343,TISC04     TATA STEEL LTD,29116500
4500462426,VCRCLM1050,DQAU14/1.20MM>600MM CR COIL TML,VCR1,500,62096,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,31048000
4500462426,VCRCLM1226,DDQTATEIFTG04/1.46MM>600MM TML CR COIL,VCR1,500,64177,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,32088500
4500462426,VGACLM0254,TATHIFGAF2 /1.20MM>600MM TML GA COIL,VCR1,500,76580,2024-01-31 00:00:00,NB,393,TISC04     TATA STEEL LTD,38290000
4500462426,VCRCLM1212,TATEIFAU58/1.200MM>600MM CR COIL,VCR1,500,64177,2024-01-31 00:00:00,NB,341,TISC04     TATA STEEL LTD,32088500
4500462426,VSTCLM4522,IS5986255/2.45MM>600MM TML HRPO COIL,VCR1,500,57042,2024-01-31 00:00:00,NB,343,TISC04     TATA STEEL LTD,28521000
4500462426,VSTCLM4373,IS5986FE410/2.00MM>600MM HRPO COIL TML,VCR1,500,57042,2024-01-31 00:00:00,NB,343,TISC04     TATA STEEL LTD,28521000
4500462426,VSTCLM4437,IS5986235/2.45MM>600MM HRPO COIL TML,VCR1,500,58233,2024-01-31 00:00:00,NB,343,TISC04     TATA STEEL LTD,29116500
4500462426,VSTCLM4521,DINE34THIN/1.60MM>600MM TML HRPO COIL,VCR1,500,61466,2024-01-31 00:00:00,NB,343,TISC04     TATA STEEL LTD,30733000
4500462542,NCRCLM4067,513Part12016CR2AH03/1.20MM>600MM CR COIL,TM07,80,59163,2024-01-31 00:00:00,NB,313,TATA102    TATA STEEL LIMITED,4768241
4500462542,NCRCLM4074,IS513CR2AH03/1.90MM>600MM CR COIL,TM07,26,60713,2024-01-31 00:00:00,NB,313,TATA102    TATA STEEL LIMITED,1619215
4500462542,NCRCLM2786,IS513CR2AH03/0.90MM>600MM CR COIL,TM07,22,58913,2024-01-31 00:00:00,NB,313,TATA102    TATA STEEL LIMITED,1319062
4500462542,NCRCLM4028,IS513Part12016CR2/2.00MM>600MM CR COIL,TM07,26,59163,2024-01-31 00:00:00,NB,313,TATA102    TATA STEEL LIMITED,1587343
4500462542,NCRCLM4068,5132016CR2AH03/1.50MM>600MM CR COIL,TM07,25,60713,2024-01-31 00:00:00,NB,313,TATA102    TATA STEEL LIMITED,1574288
4500462542,NCRCLM4028,IS513Part12016CR2/2.00MM>600MM CR COIL,TM07,26,59163,2024-01-31 00:00:00,NB,313,TATA102    TATA STEEL LIMITED,1578468
4500462542,NCRCLM4068,5132016CR2AH03/1.50MM>600MM CR COIL,TM07,27,60713,2024-01-31 00:00:00,NB,313,TATA102    TATA STEEL LIMITED,1659893
4500462542,NCRCLM4081,513Part1CR2AH03/1.60MM>600MM CR COIL,TM07,26,60713,2024-01-31 00:00:00,NB,313,TATA102    TATA STEEL LIMITED,1611930
4500462542,NCRCLM4028,IS513Part12016CR2/2.00MM>600MM CR COIL,TM07,27,59163,2024-01-31 00:00:00,NB,313,TATA102    TATA STEEL LIMITED,1597401
4500462542,NCRCLM2785,IS513AH03/1.00MM>600MM CR COIL,TM07,26,60713,2024-01-31 00:00:00,NB,313,TATA102    TATA STEEL LIMITED,1618912
4500463702,VCRSHW1409,TSBEIFCJ01/1.20MM>600MM TML CR SHEET,VCF1,100,66004,2024-01-31 00:00:00,NB,342,TATA100    Tata Steel Sahibabad,6600400
4500464102,Unknown,Erection &Commissioning of Life line,Unknown,1,245123,2024-06-30 00:00:00,ZCS,909,EAST07     EASTERN TRADE LINK,245123
4500464842,Unknown,Rental service of Hand Held Terminal CK3,Unknown,1,33500,2024-03-31 00:00:00,NB,911,ASHT01     ASHTECH AUTOMATION,33500
4500464913,VCRCLM1232,AU03/3.00MM>600MM CR COIL HITACHI,VCR1,500,63179,2024-01-31 00:00:00,NB,385,TISC04     TATA STEEL LTD,31589500
4500465714,NCRCL01263,STL CRC IS513D AU03 1.35x1500x0,TM07,22,59889,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,1322959
4500465714,NCRCL00380,STL CRC IS513D AU03 1.15x1500x0,TM07,82,59889,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,4912138
4500465714,NCRCL00432,STL CRC IS513D AU03 1.65x1500x0,TM07,53,59889,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,3182529
4500465714,NCRCL00435,STL CRC IS513D AU03 1.75x1500x0,TM07,51,59889,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,3078920
4500465714,NCRCL00438,STL CRC IS513D AU03 1.85x1500x0,TM07,27,59889,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,1637978
4500465714,NCRCL01268,STL CRC IS513D PN02 1.9x1250x0,TM07,69,60639,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,4186552
4500465714,NCRCL01341,STL CRC IS513D AU03 1.95x1250x0,TM07,21,60639,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,1288589
4500465714,NCRCL00602,STL CRC IS513D PN02 1.5x1250x0,TM07,46,60639,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,2847025
4500465714,NCRCL00891,STL CRC IS513D AU03 1.5x1250x0,TM07,46,60639,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,2840961
4500465714,NCRCL01186,STL CRC IS513D AU03 1.6x1250x0,TM07,23,60639,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,1415326
4500465714,NCRCL01181,STL CRC IS513D AU03 1.2x1250x0,TM07,23,60639,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,1444433
4500465714,NCRCL00604,STL CRC IS513D PN02 1.6x1250x0,TM07,47,60639,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,2850663
4500465714,NCRCL00901,STL CRC IS513D AU03 1.9x1250x0,TM07,23,60639,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,1399560
4500465714,NCRCL00602,STL CRC IS513D PN02 1.5x1250x0,TM07,70,60639,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,4287214
4500465714,NCRCL00602,STL CRC IS513D PN02 1.5x1250x0,TM07,23,69926,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,1637679
4500465714,NCRCL00604,STL CRC IS513D PN02 1.6x1250x0,TM07,23,69926,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,1641874
4500465714,NCRCL00602,STL CRC IS513D PN02 1.5x1250x0,TM07,93,59139,2024-02-29 00:00:00,NB,313,TSLH01     Tata Steel Limited,5552609
